ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,"Review


Incomplete data"
31-93,31/03/23 16:43:12,https://twitter.com/sebastian_mel/status/981130212904648705,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@sebastian_mel,mel sebastian,"Artist (musician), Frank and Bold, Owner of a Fragile Soul",,13/08/2023 00:00:00,350,165,Seoul,#FakeLeni #fakevp,,"Text, Reply",04/03/18 11:24,,Emotional,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Sleek-Dove,"Google sheet error, Incorrect format, Incomplete data"
31-94,31/03/23 16:43:12,https://twitter.com/ginaalmonte7/status/981144252787843072,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ginaalmonte7,gina almonte,social crusader,,16/02/2023 00:00:00,"1,100",295,"Quezon City, National Capital","Retweeted Fifty5 Cranes (@55_cranes):
@InaReformina
 Kalokohan! Ipagpalagay natin ang kampo ni #FakeVP ang nagprotesta, sa tingin niyo ba idodownplay lang nila ang wet ballots lalo na't... https://facebook.com/permalink.php?story_fbid=633952223617964&id=100010095765728…",,"Text, URL",04/03/18 12:19,,Emotional,0,0,0,0,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Sleek-Dove,"Google sheet error, Incorrect format, Incomplete data"
31-95,31/03/23 16:43:12,https://twitter.com/thegeekykid/status/981373383249047554,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@thegeekykid,thegeekykid,,,09/10/2023 0:00:00,138,159,,"Daya pa more Madam Leni #FakeVp RT 
@InaReformina
: Source: Unused/excess ballots for Municipality of Baao, Camarines Sur discovered (1/2)",,Text,04/04/18 3:30,,Emotional,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Sleek-Dove,"Google sheet error, Incomplete data"
31-96,31/03/23 16:43:12,https://twitter.com/merlinnimimnida/status/981384091726761985,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@merlinnimimnida,merlin,,,14/02/2023 00:00:00,20,155,,"Thank you, for sharing this news! Thank you for letting us know! LENI IS CONFIDENT THAT SHE WILL WIN WITH THIS RECOUNT. BECAUSE THEY ALREADY TAMPERED EVERYTHING. HAYUP SA HAYUP! #FakeVP #LeniSabaw #LugawQueen",,"Text, Reply",04/04/18 4:12,,Emotional,0,0,0,0,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Sleek-Dove,"Google sheet error, Incomplete data"
31-97,31/03/23 16:43:12,https://twitter.com/Daisy05580448/status/981495818514395142,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@Daisy05580448,Daisy,,,17/03/2023 00:00:00,48,13,,"Hahaha nandaya sa Smartmatic ngayon naman sa WET WET BALOTA.. Haysss buti nakakatulog ka pa.. #FakeVP #WetMore 
@lenirobredo",,"Text, Image",04/04/18 11:36,,Emotional,0,0,0,0,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Sleek-Dove,"Google sheet error, Incomplete data"
31-98,31/03/23 16:43:12,https://twitter.com/raymondalvinpo1/status/981727337086533632,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@raymondalvinpo1,RebootPinas,,,15/10/2023 00:00:00,32,30,,"ang kapal ng pagmumukha mo 
@lenirobredo
 #fraud #fakevp #cheater",,Text,04/05/18 2:56,,Emotional,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Sleek-Dove,"Google sheet error, Incorrect format, Incomplete data"
31-99,31/03/23 16:43:12,https://twitter.com/JurisImmanuel/status/981784614216716289,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@JurisImmanuel,Iya,"Happily Married! 

You attack me with ad hominem nonsense by stalking my profile, YOU'LL BE REPORTED & BLOCKED! ",,15/09/2023 00:00:00,446,511,Philippines,"APRIL FOOLS!!!

#LeniTheCheater!
#FakeVP",,Quote tweet,04/05/18 6:44,,Emotional,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Sleek-Dove,"Google sheet error, Incorrect format, Incomplete data, Mislabeled"
31-100,31/03/23 16:43:12,https://twitter.com/KhingGhrayz/status/981882358310686720,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@KhingGhrayz,King gray,Im a simple living person,,18/03/2023 00:00:00,260,9,,#TimesItCanGetAwkward when all hands are pointed on you because you cheated on the election #VPrecount #PHNews #fakevp #LENI,,Text,04/05/18 13:12,,Rational,0,0,1,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Sleek-Dove,"Google sheet error, Incorrect format, Incomplete data"
31-101,31/03/23 16:43:12,https://twitter.com/iluvtweety18/status/982070360626552834,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@iluvtweety18,Noni Ong,LOVE is always our secret ingredient  happily married,,13/04/2023 00:00:00,588,788,,Ang katotohanan na ikaw ay #FakeVP ?,,Quote tweet,04/06/18 1:39,,Emotional,1,0,1,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Sleek-Dove,"Google sheet error, Incorrect format, Incomplete data, Mislabeled"
31-102,31/03/23 16:43:12,https://twitter.com/Ilokosboy/status/982254206684835840,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@Ilokosboy,hen. del Pilar,"Modern day version of the brave hero Gregorio del Pilar, who perished in Tirad Pass I’m for truth & fairness for common good & eradicate evils of society",,17/05/2023 00:00:00,397,271,"California, USA","You’re asking a dumb #FakeVP!
So what do you expect as her answers?
She came from obscurity, & unknown & inexperienced beating out her veteran/ proven public servants like BBM!
 Doesn’t know anything about GOVERNANCE!
She says: “Sa akin lang! Hindi naman yata dapat!
SHE’S FAKING!",,"Text, Reply",04/06/18 13:50,,Rational,1,0,5,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Sleek-Dove,"Google sheet error, Incorrect format, Incomplete data"
31-103,31/03/23 16:43:12,https://twitter.com/ZSigasig/status/982419506831257602,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ZSigasig,Zinag Sigasig,,,16/01/2023 00:00:00,104,26,"Kalamansig, Soccsksargen","Wala isyung malaki ang mga unused ballot, ang malaking isyu ay pre-shaded ang di gamit na balota para kay Leni. Ano ibig sabihin nito?  May isyu ng credibility ang pagiging bise ni Leni! Tangkang pandaraya? Oo! Sino? Kayo na ang maghusga!

#FakeVP",,Text,04/07/18 0:47,,Rational,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Sleek-Dove,"Google sheet error, Incorrect format, Incomplete data"
31-104,31/03/23 16:43:12,https://twitter.com/ritchiemarmol/status/982621221131960320,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ritchiemarmol,Ritchie Marmol,,,11/12/2023 0:00:00,30,48,Republic of the Philippines,"uh trolls? everything is fake these days... fake news... fake supporters... who knows, we may even have a #fakeVP #PhilippinePolitics",,Quote tweet,04/07/18 14:08,,Emotional,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Sleek-Dove,"Google sheet error, Incorrect format, Incomplete data, Mislabeled"
31-105,31/03/23 16:43:12,https://twitter.com/ZSigasig/status/983182448832860161,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ZSigasig,Zinag Sigasig,,,16/01/2023 00:00:00,104,26,"Kalamansig, Soccsksargen","Respect the true will of the people. 
Binasa para makapagdaya
Binasa para pagtakpan ang resulta
Binasa para bastusin ang eleksyon
Binasa para lokohin ang mga Pilipino
#FakeVP #MandarayaSiLeni #LeniResign",,Text,04/09/18 3:18,,Rational,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,incorrect format
31-106,31/03/23 16:43:12,https://twitter.com/ThyzenKingTrix/status/983736022608556032,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ThyzenKingTrix,SilentROAR,ROAR,,15/07/2023 00:00:00,602,222,,"https://facebook.com/erwintulforeal/videos/399832940420237/…

Leni SOBRA SOBRA ang PANDARAYA NYO!!

NAGLALABASAN na ngayon ang KATOTOHANAN!!

MAHIYA KA NAMAN!! 

#FakeVP ka ng Pilipinas!!

MALULUWAG na naman ang UTAK ni Macalintal nito 

#LeniFakeVP",,"Text, URL",04/10/18 15:58,,Emotional,1,0,5,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,incorrect format
31-107,31/03/23 16:43:12,https://twitter.com/ThyzenKingTrix/status/984447924577996800,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ThyzenKingTrix,SilentROAR,ROAR,,15/07/2023 00:00:00,602,222,,"https://facebook.com/erwintulforeal/videos/400718323665032/…
@lenirobredo
 is the MOTHER of #FakeNews!

Yan talaga ang mahirap kay Leni pag nasa ibang bansa, DOON NALOLOKO AT NAGHAHASIK NG LAGIM!

Hindi nya kasi magawa dito sa Pinas, kasi buking na ang #FakeVP eh!

Nandaya sa Eleksyon, Nagbigay ng Fake info sa UN.",,"Text, URL",04/12/18 15:07,,Emotional,1,0,2,0,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,incorrect format
31-108,31/03/23 16:43:12,https://twitter.com/EddieQuyo/status/985097586137681920,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@EddieQuyo,Gregorio del Pilar_____SFO,Frustrated Doc ex-US Army Airborne Ranger combat medic radiologic tech by profession bowler WARRIORS authentic fan MARCOS loyalist!!!,,15/02/2023 00:00:00,513,398,"California, USA","If #FakeVp succeeds, COMELEC still in doubtful hands, contract w/ Smartmatic  still push through, & then PLAN B? We’re in deep dooh dooh  again!
So #NoMoreLP",,"Text, Reply",04/14/18 10:09,,Rational,0,0,2,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,incorrect format
31-109,31/03/23 16:43:12,https://twitter.com/phbisexuals/status/985922338607607808,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@phbisexuals,Bisexual PH,"This account is intended for EVERYONE, of every identity.
We're advocating #FightHIVPhilippines!",,11/11/2023 0:00:00,203,"1,203",Makati City,"Nakakahiya tong Fake VP natin. 
@lenirobredo
 
#Fraudredo #FakeVP",,"Text, Image",04/16/18 16:46,,Emotional,1,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,incorrect format
31-110,31/03/23 16:43:12,https://twitter.com/ThyzenKingTrix/status/986503585562333185,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ThyzenKingTrix,SilentROAR,ROAR,,15/07/2023 00:00:00,602,222,,"BASTA PEKE, LENI YAN!

#FAKEVP
#LENIFAKEVP",,Quote tweet,04/18/18 7:15,,Rational,0,0,1,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,Pesky-Starfish,incorrect format
31-111,21/02/2023 13:56:31,https://twitter.com/Mheyou7o/status/1542649230690762752,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,leni mandaraya,@Mheyou7o,Uror Moh po pho,Zzzz,Anonymous,01/23,32,8,,kaylan lang yan.eh si Sarah kelan pa nasa serbisyo? paka selective memory mo...kelangan pa mamatay asawa bago may gawin cory 2.0? lol mga kumag..at mandaraya.tumakbo ng 2016 para matalo.pero NANDAYA.HAHAHA. mandurugas leni nyo.layo ng lamang ngayon no?,,"Text, Reply",07/01/22 7:20,https://ibb.co/s3NvkF7,Emotional,0,0,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",No location,Pesky-Starfish,Incorect format
31-112,21/02/2023 14:38:16,https://twitter.com/Baum60Cora/status/1477694259398598656,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,leni mandaraya 2016,"
@Baum60Cora",azon_60,❤️❤️❤️,Anonymous,09/23,209,33,,"Goodbye leni lugaw, mandaraya 2016 elections 🤣",,"Text, Reply",01/03/22 1:32,https://ibb.co/4KhGStQ,Emotional,3,0,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",No location,Pesky-Starfish,Incorect format
